id,institutionCode,collectionCode,ownerInstitutionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,samplingProtocol,samplingEffort,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordId,references
7719805,INABIOEC,MECN-ACR,INABIO,5461e06e-d617-40ce-9440-a07ce57b2cf5,PreserverdSpecimen,b399ecd8-a9c4-4f68-922e-b29d4e54a14a,44,,,,,,,,,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",2019-04-01,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",,2018-02-09,2018,2,9,40,,2018-2-9,Acari,"Terrestre; Suelo",168,,,,Supirrosa,Desconocido,Desconocido,Indeterminado,Indeterminado,21,"Embudos tipo Berlese-Tullgren modificado por 5 días, se extraen en etanol al 75 %",,"Alcohol 75 %",Ecuador,Pichincha,"Distrito Metropolitano de Quito",,CADET,,-0.230283,-78.369416,WGS84,,"S 0o 13,814 - W 78o 22,165",,,,,,2509,,,,,,,Spanish,"Elsa Liliana Melo Molina","2019-05-27 00:00:00",http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO","Sin fines de lucro",urn:uuid:b399ecd8-a9c4-4f68-922e-b29d4e54a14a,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=7719805
7719806,INABIOEC,MECN-ACR,INABIO,5461e06e-d617-40ce-9440-a07ce57b2cf5,PreserverdSpecimen,5c138fc3-8514-48f4-858b-fa7f592877df,45,,,,,,,,,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",2019-04-01,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",,2018-02-09,2018,2,9,40,,2018-2-9,Acari,"Terrestre; Suelo",170,,,,Jícama,Desconocido,Desconocido,Indeterminado,Indeterminado,20,"Embudos tipo Berlese-Tullgren modificado por 5 días, se extraen en etanol al 75 %",,"Alcohol 75 %",Ecuador,Pichincha,"Distrito Metropolitano de Quito",,CADET,,-0.230066,-78.369583,WGS84,,"S 0o 13,804 - W 78o 22,175",,,,,,2507,,,,,,,Spanish,"Elsa Liliana Melo Molina","2019-05-27 00:00:00",http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO","Sin fines de lucro",urn:uuid:5c138fc3-8514-48f4-858b-fa7f592877df,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=7719806
7719807,INABIOEC,MECN-ACR,INABIO,5461e06e-d617-40ce-9440-a07ce57b2cf5,PreserverdSpecimen,137b9638-9ab8-42a6-970b-281a7ffe487d,46,,,,,,,,,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",2019-04-01,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",,2019-01-24,2019,1,24,24,,2019-1-24,Acari,"Terrestre; Suelo",176,,,,Eucalipto,Desconocido,Desconocido,Indeterminado,Indeterminado,3,"Embudos tipo Berlese-Tullgren modificado por 5 días, se extraen en etanol al 75 %",,"Alcohol 75 %",Ecuador,Pichincha,"San Miguel de los Bancos",,"El Edén, Mindo",,-0.081333,-78.74605,WGS84,,"S 0o 4,847 - W 78o 44,763",,,,,,1547,,,,,,,Spanish,"Elsa Liliana Melo Molina","2019-05-27 00:00:00",http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO","Sin fines de lucro",urn:uuid:137b9638-9ab8-42a6-970b-281a7ffe487d,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=7719807
7719808,INABIOEC,MECN-ACR,INABIO,5461e06e-d617-40ce-9440-a07ce57b2cf5,PreserverdSpecimen,66a4c27a-9c88-4d33-8b38-0ab387081c37,47,,,,,,,,,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",2019-04-01,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",,2018-02-10,2018,2,10,41,,2018-2-10,Acari,"Terrestre; Suelo",186,,,,"Diente de León",Desconocido,Desconocido,Indeterminado,Indeterminado,1,"Embudos tipo Berlese-Tullgren modificado por 5 días, se extraen en etanol al 75 %",,"Alcohol 75 %",Ecuador,Pichincha,Rumiñahui,Sangolqui,"IASA I",,-0.384633,-78.4156,WGS84,,"S 0o 23,078 - W 78o 24,936",,,,,,2709,,,,,,,Spanish,"Elsa Liliana Melo Molina","2019-05-27 00:00:00",http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO","Sin fines de lucro",urn:uuid:66a4c27a-9c88-4d33-8b38-0ab387081c37,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=7719808
7719809,INABIOEC,MECN-ACR,INABIO,5461e06e-d617-40ce-9440-a07ce57b2cf5,PreserverdSpecimen,d7c493d6-b06b-420b-8ddf-cb9c02d60c87,48,,,,,,,,,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",2019-04-01,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",,2018-02-10,2018,2,10,41,,2018-2-10,Acari,"Terrestre; Suelo",190,,,,"Tomate árbol",Desconocido,Desconocido,Indeterminado,Indeterminado,1,"Embudos tipo Berlese-Tullgren modificado por 5 días, se extraen en etanol al 75 %",,"Alcohol 75 %",Ecuador,Pichincha,Rumiñahui,Sangolqui,"IASA I",,-0.384633,-78.4156,WGS84,,"S 0o 23,078 - W 78o 24,936",,,,,,2709,,,,,,,Spanish,"Elsa Liliana Melo Molina","2019-05-27 00:00:00",http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO","Sin fines de lucro",urn:uuid:d7c493d6-b06b-420b-8ddf-cb9c02d60c87,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=7719809
7719810,INABIOEC,MECN-ACR,INABIO,5461e06e-d617-40ce-9440-a07ce57b2cf5,PreserverdSpecimen,b5c675e7-7e9c-4511-9f32-a39bfaecd3b9,49,,,,,,,,,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",2019-04-01,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",,2018-02-10,2018,2,10,41,,2018-2-10,Acari,"Terrestre; Suelo",196,,,,Menta,Desconocido,Desconocido,Indeterminado,Indeterminado,3,"Embudos tipo Berlese-Tullgren modificado por 5 días, se extraen en etanol al 75 %",,"Alcohol 75 %",Ecuador,Pichincha,Rumiñahui,Sangolqui,"IASA I",,-0.384633,-78.4156,WGS84,,"S 0o 23,078 - W 78o 24,936",,,,,,2709,,,,,,,Spanish,"Elsa Liliana Melo Molina","2019-05-27 00:00:00",http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO","Sin fines de lucro",urn:uuid:b5c675e7-7e9c-4511-9f32-a39bfaecd3b9,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=7719810
7719811,INABIOEC,MECN-ACR,INABIO,5461e06e-d617-40ce-9440-a07ce57b2cf5,PreserverdSpecimen,9f8972ae-a904-4fd7-8728-795eebea1606,50,,,,,,,,,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",2019-04-01,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",,2018-02-21,2018,2,21,52,,2018-2-21,Acari,"Terrestre; Suelo",206,,,,Camote,Desconocido,Desconocido,Indeterminado,Indeterminado,19,"Embudos tipo Berlese-Tullgren modificado por 5 días, se extraen en etanol al 75 %",,"Alcohol 75 %",Ecuador,Sucumbíos,"Gonzalo Pizarro","El Reventador","Alma Ecuatoriana",,-0.009116,-77.462266,WGS84,,"S 0o 0,547 - W 77o 28,336",,,,,,1165,,,,,,,Spanish,"Elsa Liliana Melo Molina","2019-05-27 00:00:00",http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO","Sin fines de lucro",urn:uuid:9f8972ae-a904-4fd7-8728-795eebea1606,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=7719811
7719812,INABIOEC,MECN-ACR,INABIO,5461e06e-d617-40ce-9440-a07ce57b2cf5,PreserverdSpecimen,642663b4-cd6d-4077-821b-8769e2175b98,51,,,,,,,,,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",2019-04-01,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",,2018-02-21,2018,2,21,52,,2018-2-21,Acari,"Terrestre; Hojarasca",207,,,,Naranjilla,Desconocido,Desconocido,Indeterminado,Indeterminado,2,"Embudos tipo Berlese-Tullgren modificado por 5 días, se extraen en etanol al 75 %",,"Alcohol 75 %",Ecuador,Sucumbíos,"Gonzalo Pizarro","El Reventador","Alma Ecuatoriana",,-0.009116,-77.462266,WGS84,,"S 0o 0,547 - W 77o 28,336",,,,,,1165,,,,,,,Spanish,"Elsa Liliana Melo Molina","2019-05-27 00:00:00",http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO","Sin fines de lucro",urn:uuid:642663b4-cd6d-4077-821b-8769e2175b98,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=7719812
7719813,INABIOEC,MECN-ACR,INABIO,5461e06e-d617-40ce-9440-a07ce57b2cf5,PreserverdSpecimen,e973a639-47f1-43c5-932a-36049e32a749,52,,,,,,,,,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",2019-04-01,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",,2018-02-21,2018,2,21,52,,2018-2-21,Acari,"Terrestre; Suelo",208,,,,Naranjilla,Desconocido,Desconocido,Indeterminado,Indeterminado,5,"Embudos tipo Berlese-Tullgren modificado por 5 días, se extraen en etanol al 75 %",,"Alcohol 75 %",Ecuador,Sucumbíos,"Gonzalo Pizarro","El Reventador","Alma Ecuatoriana",,-0.009116,-77.462266,WGS84,,"S 0o 0,547 - W 77o 28,336",,,,,,1165,,,,,,,Spanish,"Elsa Liliana Melo Molina","2019-05-27 00:00:00",http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO","Sin fines de lucro",urn:uuid:e973a639-47f1-43c5-932a-36049e32a749,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=7719813
7719814,INABIOEC,MECN-ACR,INABIO,5461e06e-d617-40ce-9440-a07ce57b2cf5,PreserverdSpecimen,31ecc164-a4cb-47af-80ba-1ed15acae04a,53,,,,,,,,,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",2019-04-01,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",,2018-02-21,2018,2,21,52,,2018-2-21,Acari,"Terrestre; Hojarasca",217,,,,"Anís Piper",Desconocido,Desconocido,Indeterminado,Indeterminado,3,"Embudos tipo Berlese-Tullgren modificado por 5 días, se extraen en etanol al 75 %",,"Alcohol 75 %",Ecuador,Sucumbíos,"Gonzalo Pizarro","El Reventador","Alma Ecuatoriana",,-0.009116,-77.462266,WGS84,,"S 0o 0,547 - W 77o 28,336",,,,,,1165,,,,,,,Spanish,"Elsa Liliana Melo Molina","2019-05-27 00:00:00",http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO","Sin fines de lucro",urn:uuid:31ecc164-a4cb-47af-80ba-1ed15acae04a,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=7719814
7719815,INABIOEC,MECN-ACR,INABIO,5461e06e-d617-40ce-9440-a07ce57b2cf5,PreserverdSpecimen,79bfba0f-39e9-4b9c-b352-4fa643e210c3,54,,,,,,,,,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",2019-04-01,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",,2018-02-21,2018,2,21,52,,2018-2-21,Acari,"Terrestre; Hojarasca",221,,,,"Limon Meyer",Desconocido,Desconocido,Indeterminado,Indeterminado,1,"Embudos tipo Berlese-Tullgren modificado por 5 días, se extraen en etanol al 75 %",,"Alcohol 75 %",Ecuador,Orellana,"Joya de los Sachas","Via Sacha-Coca","Nueva Loja (Este)",,-0.100866,-76.870583,WGS84,,"S 0o 6,052 - W 76o 52,235",,,,,,294,,,,,,,Spanish,"Elsa Liliana Melo Molina","2019-05-27 00:00:00",http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO","Sin fines de lucro",urn:uuid:79bfba0f-39e9-4b9c-b352-4fa643e210c3,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=7719815
7719816,INABIOEC,MECN-ACR,INABIO,5461e06e-d617-40ce-9440-a07ce57b2cf5,PreserverdSpecimen,e866aa61-0caf-4098-8a75-5b8bff3690c8,55,,,,,,,,,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",2019-04-01,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",,2018-02-21,2018,2,21,52,,2018-2-21,Acari,"Terrestre; Suelo",222,,,,"Limon Meyer",Desconocido,Desconocido,Indeterminado,Indeterminado,1,"Embudos tipo Berlese-Tullgren modificado por 5 días, se extraen en etanol al 75 %",,"Alcohol 75 %",Ecuador,Orellana,"Joya de los Sachas","Via Sacha-Coca","Nueva Loja (Este)",,-0.100866,-76.870583,WGS84,,"S 0o 6,052 - W 76o 52,235",,,,,,294,,,,,,,Spanish,"Elsa Liliana Melo Molina","2019-05-27 00:00:00",http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO","Sin fines de lucro",urn:uuid:e866aa61-0caf-4098-8a75-5b8bff3690c8,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=7719816
7719817,INABIOEC,MECN-ACR,INABIO,5461e06e-d617-40ce-9440-a07ce57b2cf5,PreserverdSpecimen,54c11fda-1013-45e6-9b69-deced8c606de,56,,,,,,,,,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",2019-04-01,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",,2018-02-21,2018,2,21,52,,2018-2-21,Acari,"Terrestre; Hojarasca",223,,,,Guayabo,Desconocido,Desconocido,Indeterminado,Indeterminado,2,"Embudos tipo Berlese-Tullgren modificado por 5 días, se extraen en etanol al 75 %",,"Alcohol 75 %",Ecuador,Orellana,"Joya de los Sachas","Via Sacha-Coca","Nueva Loja (Este)",,-0.100866,-76.870583,WGS84,,"S 0o 6,052 - W 76o 52,235",,,,,,294,,,,,,,Spanish,"Elsa Liliana Melo Molina","2019-05-27 00:00:00",http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO","Sin fines de lucro",urn:uuid:54c11fda-1013-45e6-9b69-deced8c606de,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=7719817
7719818,INABIOEC,MECN-ACR,INABIO,5461e06e-d617-40ce-9440-a07ce57b2cf5,PreserverdSpecimen,ec468559-fca4-4673-9e50-6a781e5544e3,57,,,,,,,,,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",2019-04-01,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",,2018-02-21,2018,2,21,52,,2018-2-21,Acari,"Terrestre; Hojarasca",225,,,,"Plátano barraganete",Desconocido,Desconocido,Indeterminado,Indeterminado,17,"Embudos tipo Berlese-Tullgren modificado por 5 días, se extraen en etanol al 75 %",,"Alcohol 75 %",Ecuador,Sucumbíos,"Joya de los Sachas","San Pedro de los Cofabes","Nueva Loja (Este)",,-0.10075,-76.870766,WGS84,,"S 0o 6,045 - W 76o 52,246",,,,,,300,,,,,,,Spanish,"Elsa Liliana Melo Molina","2019-05-27 00:00:00",http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO","Sin fines de lucro",urn:uuid:ec468559-fca4-4673-9e50-6a781e5544e3,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=7719818
7719819,INABIOEC,MECN-ACR,INABIO,5461e06e-d617-40ce-9440-a07ce57b2cf5,PreserverdSpecimen,4f1a3fd1-ae35-4615-9e8a-e7b410b620e4,58,,,,,,,,,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",2019-04-01,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",,2018-02-26,2018,2,26,57,,2018-2-26,Acari,"Terrestre; Suelo",232,,,,Guayaba,Desconocido,Desconocido,Indeterminado,Indeterminado,9,"Embudos tipo Berlese-Tullgren modificado por 5 días, se extraen en etanol al 75 %",,"Alcohol 75 %",Ecuador,Orellana,"Joya de los Sachas",,"Via Sacha-Coca",,-0.327016,-76.888116,WGS84,,"S 0o 19,621 - W 76o 53,287",,,,,,283,,,,,,,Spanish,"Elsa Liliana Melo Molina","2019-05-27 00:00:00",http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO","Sin fines de lucro",urn:uuid:4f1a3fd1-ae35-4615-9e8a-e7b410b620e4,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=7719819
7719820,INABIOEC,MECN-ACR,INABIO,5461e06e-d617-40ce-9440-a07ce57b2cf5,PreserverdSpecimen,32aeaeb8-98b3-44cd-a4cc-784efb2379e9,59,,,,,,,,,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",2019-04-01,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",,2018-02-26,2018,2,26,57,,2018-2-26,Acari,"Terrestre; Suelo",234,,,,"Yerba Luisa",Desconocido,Desconocido,Indeterminado,Indeterminado,12,"Embudos tipo Berlese-Tullgren modificado por 5 días, se extraen en etanol al 75 %",,"Alcohol 75 %",Ecuador,Orellana,"Joya de los Sachas",,"Via Sacha-Coca",,-0.327033,-76.88815,WGS84,,"S 0o 19,622 - W 76o 53,289",,,,,,275,,,,,,,Spanish,"Elsa Liliana Melo Molina","2019-05-27 00:00:00",http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO","Sin fines de lucro",urn:uuid:32aeaeb8-98b3-44cd-a4cc-784efb2379e9,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=7719820
7719821,INABIOEC,MECN-ACR,INABIO,5461e06e-d617-40ce-9440-a07ce57b2cf5,PreserverdSpecimen,b07b165a-05cb-4466-8f0d-32379c6c11bb,60,,,,,,,,,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",2019-04-01,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",,2018-02-26,2018,2,26,57,,2018-2-26,Acari,"Terrestre; Suelo",248,,,,Caña,Desconocido,Desconocido,Indeterminado,Indeterminado,34,"Embudos tipo Berlese-Tullgren modificado por 5 días, se extraen en etanol al 75 %",,"Alcohol 75 %",Ecuador,Orellana,"Joya de los Sachas",,"Via Sacha-Coca",,-0.327033,-76.88816,WGS84,,"S 0o 19,613 - W 76o 53,295",,,,,,275,,,,,,,Spanish,"Elsa Liliana Melo Molina","2019-05-27 00:00:00",http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO","Sin fines de lucro",urn:uuid:b07b165a-05cb-4466-8f0d-32379c6c11bb,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=7719821
7719822,INABIOEC,MECN-ACR,INABIO,5461e06e-d617-40ce-9440-a07ce57b2cf5,PreserverdSpecimen,398c095a-8d39-4abf-af2a-a2c76aa09bd8,61,,,,,,,,,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",2019-04-01,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",,2018-02-26,2018,2,26,57,,2018-2-26,Acari,"Terrestre; Hojarasca",249,,,,Canela,Desconocido,Desconocido,Indeterminado,Indeterminado,18,"Embudos tipo Berlese-Tullgren modificado por 5 días, se extraen en etanol al 75 %",,"Alcohol 75 %",Ecuador,Orellana,"Joya de los Sachas",,"Via Sacha-Coca",,-0.327033,-76.88818,WGS84,,"S 0o 19,613 - W 76o 53,295",,,,,,275,,,,,,,Spanish,"Elsa Liliana Melo Molina","2019-05-27 00:00:00",http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO","Sin fines de lucro",urn:uuid:398c095a-8d39-4abf-af2a-a2c76aa09bd8,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=7719822
7719823,INABIOEC,MECN-ACR,INABIO,5461e06e-d617-40ce-9440-a07ce57b2cf5,PreserverdSpecimen,275c9a60-c46b-4aa5-a8c6-2317d572ef27,62,,,,,,,,,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",2019-04-01,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",,2018-02-26,2018,2,26,57,,2018-2-26,Acari,"Terrestre; Hojarasca",251,,,,Caña,Desconocido,Desconocido,Indeterminado,Indeterminado,81,"Embudos tipo Berlese-Tullgren modificado por 5 días, se extraen en etanol al 75 %",,"Alcohol 75 %",Ecuador,Orellana,"Joya de los Sachas",,"Via Sacha-Coca",,-0.327033,-76.8882,WGS84,,"S 0o 19,622 - W 76o 53,292",,,,,,278,,,,,,,Spanish,"Elsa Liliana Melo Molina","2019-05-27 00:00:00",http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO","Sin fines de lucro",urn:uuid:275c9a60-c46b-4aa5-a8c6-2317d572ef27,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=7719823
7719824,INABIOEC,MECN-ACR,INABIO,5461e06e-d617-40ce-9440-a07ce57b2cf5,PreserverdSpecimen,65139c79-c8ad-4e4d-a199-10ebda03747e,63,,,,,,,,,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",2019-04-01,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",,2018-02-21,2018,2,21,52,,2018-2-21,Acari,"Terrestre; Suelo",262,,,,Frambuesa,Desconocido,Desconocido,Indeterminado,Indeterminado,13,"Embudos tipo Berlese-Tullgren modificado por 5 días, se extraen en etanol al 75 %",,"Alcohol 75 %",Ecuador,Sucumbíos,"Gonzalo Pizarro","El Reventador","Alma Ecuatoriana",,-0.008966,-77.4723,WGS84,,"S 0o 0,538 - W 77o 28,338",,,,,,1187,,,,,,,Spanish,"Elsa Liliana Melo Molina","2019-05-27 00:00:00",http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO","Sin fines de lucro",urn:uuid:65139c79-c8ad-4e4d-a199-10ebda03747e,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=7719824
7719825,INABIOEC,MECN-ACR,INABIO,5461e06e-d617-40ce-9440-a07ce57b2cf5,PreserverdSpecimen,a9ed9740-79af-423c-85d6-d7a508ec505c,64,,,,,,,,,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",2019-04-01,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",,2018-02-21,2018,2,21,52,,2018-2-21,Acari,"Terrestre; Hojarasca",265,,,,"Brumfelsia Solanaceae",Desconocido,Desconocido,Indeterminado,Indeterminado,13,"Embudos tipo Berlese-Tullgren modificado por 5 días, se extraen en etanol al 75 %",,"Alcohol 75 %",Ecuador,Sucumbíos,"Gonzalo Pizarro","El Reventador","Alma Ecuatoriana",,-0.00915,-77.472316,WGS84,,"S 0o 0,538 - W 77o 28,338",,,,,,1161,,,,,,,Spanish,"Elsa Liliana Melo Molina","2019-05-27 00:00:00",http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO","Sin fines de lucro",urn:uuid:a9ed9740-79af-423c-85d6-d7a508ec505c,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=7719825
7719826,INABIOEC,MECN-ACR,INABIO,5461e06e-d617-40ce-9440-a07ce57b2cf5,PreserverdSpecimen,35f68f85-6855-4ffe-a772-db7332f3dca9,65,,,,,,,,,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",2019-04-01,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",,2018-02-26,2018,2,26,57,,2018-2-26,Acari,"Terrestre; Suelo",282,,,,Araceae,Desconocido,Desconocido,Indeterminado,Indeterminado,20,"Embudos tipo Berlese-Tullgren modificado por 5 días, se extraen en etanol al 75 %",,"Alcohol 75 %",Ecuador,Orellana,"Joya de los Sachas",,"Via Sacha-Coca",,-0.3271,-76.8882,WGS84,,"S 0o 19,622 - W 76o 53,289",,,,,,275,,,,,,,Spanish,"Elsa Liliana Melo Molina","2019-05-27 00:00:00",http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO","Sin fines de lucro",urn:uuid:35f68f85-6855-4ffe-a772-db7332f3dca9,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=7719826
7719827,INABIOEC,MECN-ACR,INABIO,5461e06e-d617-40ce-9440-a07ce57b2cf5,PreserverdSpecimen,4e6e2dd6-118f-41ed-8ce7-e30c4f15c88e,66,,,,,,,,,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",2019-04-01,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",,2018-02-26,2018,2,26,57,,2018-2-26,Acari,"Terrestre; Suelo",294,,,,Borojó,Desconocido,Desconocido,Indeterminado,Indeterminado,30,"Embudos tipo Berlese-Tullgren modificado por 5 días, se extraen en etanol al 75 %",,"Alcohol 75 %",Ecuador,Orellana,"Joya de los Sachas",,"Via Sacha-Coca",,-0.3271,-76.88821,WGS84,,"S 0o 19,622 - W 76o 53,289",,,,,,275,,,,,,,Spanish,"Elsa Liliana Melo Molina","2019-05-27 00:00:00",http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO","Sin fines de lucro",urn:uuid:4e6e2dd6-118f-41ed-8ce7-e30c4f15c88e,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=7719827
7719828,INABIOEC,MECN-ACR,INABIO,5461e06e-d617-40ce-9440-a07ce57b2cf5,PreserverdSpecimen,fb713627-06ee-4567-8de9-52e824e93f3b,67,,,,,,,,,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",2019-04-01,,,,,,"Carlos Alberto Ortega Ojeda | Elsa Liliana Melo Molina",,2018-02-26,2018,2,26,57,,2018-2-26,Acari,"Terrestre; Suelo",300,,,,"Pata de vaca",Desconocido,Desconocido,Indeterminado,Indeterminado,10,"Embudos tipo Berlese-Tullgren modificado por 5 días, se extraen en etanol al 75 %",,"Alcohol 75 %",Ecuador,Orellana,"Joya de los Sachas",,"Via Sacha-Coca",,-0.3271,-76.88823,WGS84,,"S 0o 19,626 - W 76o 53,294",,,,,,277,,,,,,,Spanish,"Elsa Liliana Melo Molina","2019-05-27 00:00:00",http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO","Sin fines de lucro",urn:uuid:fb713627-06ee-4567-8de9-52e824e93f3b,https://bndb.sisbioecuador.bio:443/bndb/collections/individual/index.php?occid=7719828
